Product ID,Brand,Product Name,Product Number,Description,Dealer,MSRP,MAP,Primary Distributor,Secondary Distributor,Tertiary Distributor,Spec Sheet URL,Image URL
PROD11558,LEA Professional,CS34,CONNECT 34,"LEA Professional CONNECT 34 4-Channel Amplifier, 30W Per Channel, Supports 4, 8, 70V, and 100V Outputs",$0.00,"$1,100.00",,LEA,Snap AV,FDW / Davis,,
PROD11559,LEA Professional,LEA-CONNECT-352D-ADSP,LEA CS352D-ADSP,"Network Connect Series 352 Power Amplifier | 2-Channel x 350W, Dante Compatible","$1,506.00","$3,012.00",,LEA,Snap AV,FDW / Davis,,
PROD11560,LEA Professional,LEA-RCAF-2,LEA RCAF-2,Connect RCAF-2 Female RCA To Amphenol Anytek 3-Pin Connector,$33.00,$66.00,,LEA,Snap AV,FDW / Davis,,
PROD11561,LEA Professional,LEA-XLRF,LEA XLRF,Connect XLRF Female XLR To Amphenol Anytek 3-Pin Connector,$19.00,$38.00,,LEA,Snap AV,FDW / Davis,,
PROD11562,LEA Professional,LEA CS Touch-WHT,LEA CS Touch-WHT,"Programmable, PoE Touch Screen LEA Connect Series Amp Channel Controller, Single Gang, White",$399.00,$798.00,,LEA,Snap AV,FDW / Davis,,
PROD11563,LEA Professional,LEA CS Touch-BLK,LEA CS Touch-BLK,"Programmable, PoE Touch Screen LEA Connect Series Amp Channel Controller, Single Gang, Black",$399.00,$798.00,,LEA,Snap AV,FDW / Davis,,
PROD11564,LEA Professional,CS64,CONNECT 64,"LEA Professional CONNECT 64 4-Channel Amplifier, 60W Per Channel, Supports 4, 8, 70V, and 100V Outputs","$1,445.34","$1,445.34",,LEA,Snap AV,FDW / Davis,,
PROD11565,LEA Professional,LEA-CONNECT-84D,LEA CS84D,"Network Connect Series 84 | 4-Channel x 80W, Dante Compatible, Dante Compatible","$1,437.00","$2,874.00",,LEA,Snap AV,FDW / Davis,,
PROD11566,LEA Professional,LEA-CONNECT-84,LEA CS84,Network Connect Series 84 | 4-Channel x 80W,$998.00,"$1,996.00",,LEA,Snap AV,FDW / Davis,,
PROD11567,LEA Professional,CS168,,"8 Channel x 160 watt @ 4 ohm, 8 ohm, 70V and 100V per channel. Internal DSP w/ Crossovers, IoT Device with built in WiFi Hotspot, Wifi or FAST Ethernet connectivity and Highly Efficient Power Supply with Class D Output Stage",$0.00,"$3,434.00",,LEA,Snap AV,FDW / Davis,,
PROD11568,LG ELECTRONICS USA,CE-55CT5WNB,CE-55CT5WNB,55'' One:Quick Works All-in-One Zoom™ Certified Video Conferencing Display,"$5,054.94","$6,133.00",,ADI,,,,
PROD11569,Lenovo,Core for Teams,Core for Teams,"Includes 10.1"" Touchscreen Controller, Link Box, and TS Core Computer",$0.00,"$3,419.00",,Lenovo,,,,
PROD11570,Lenovo,Link Box,Link Box,"Link Box unit, LAN, HDMI, and USB, Used in the Lenovo Microsoft Teams bundle package",$0.00,$0.00,,Lenovo,,,,
PROD11571,Lenovo,Thinks Smart Core for MS Teams,11S3000CLS,Smarter Teams collaboration with existing A/V tech,$0.00,"$3,483.16",,Lenovo,,,,
PROD11572,Lenovo,Custom Build PC,Custom Build PC,"Custom Build PC, 1 TB SSD, 32 GB Ram, 14th Intel Core Processor, Multiple IO Ports, ","$2,109.14","$5,038.97",,Lenovo,,,,
PROD11574,Lowell,RPC-20-SCD,RPC-20-SCD,"Reliable RPC-20-SCD compact design, high performance, energy-efficient, versatile application.",$0.00,$252.60,,ADI,,,,
PROD11575,Middle Atlantic,Middle Atlantic L2LDC2CCMGC,L2LDC2CCMGC,"Middle Atlantic L2LDC2CCMGC L2 Series Lectern with Connectivity, Grained Dark Cherry","$1,266.97","$2,554.00",,Davis,ADI,,,
PROD11576,Middle Atlantic,LBP-1A,LBP-1A,Rack Lace Bars - 10 Pack,$33.46,$33.46,,Davis,,,,
PROD11578,Neutrik,NC3FXX-B,NC3FXX-B,3-pin female XLR connector with rugged design and gold contacts.,$0.00,$4.43,,FDW,,,,
PROD11579,Optoma,ZW410UST,,"Short-throw, 1080p, 4000 lumens, 35000:1 contrast, laser, flexible installation.","$1,499.00","$1,649.00",,FDW,,,,
PROD11580,PTZ Optics,PTZ Optics - Move 4K - 12x,PT12X-4K-G3,"12x Optical Zoom PTZ Camera with SDI, HDMI, USB, & IP, 4K","$1,585.19","$1,979.00",,FDW,,,,
PROD11581,PTZ Optics,PTZ Optics - Wall Mount,PT-WM-3-BK,"PTZ Camera Large Rounded Wall Mount, Black",$96.92,$121.00,,FDW,,,,
PROD11582,PTZ Optics,PTZ Optics - Move 4K - 20x,PT20X-4K-G3,"20x Optical Zoom PTZ Camera with SDI, HDMI, USB, & IP, 4K","$1,761.42","$2,199.00",,FDW,,,,
PROD11583,PTZ Optics,PTZ Optics - Move 4K - 30x,PT30X-4K-G4,"30x Optical Zoom PTZ Camera with SDI, HDMI, USB, & IP, 4K","$1,937.65","$2,419.00",,FDW,,,,
PROD11584,Pro Co,SMA0804FBX-25,,Compact high-performance enclosure designed for seamless connectivity and durability.,$0.00,$342.82,,FDW,,,,
PROD11585,Pro Co,WP1004,,Compact device with multiple connectivity options and high-performance capabilities.,$0.00,$17.12,,FDW,,,,
PROD11586,Pro Co,PO-NC3MDL1,,"3-pin male XLR connector, sturdy construction, ideal for professional audio connections.",$15.00,$15.00,,FDW,,,,
PROD11587,QSC,RMX4050A,RMX4050A,"Power amplifier, 4000W, dual-channel, professional audio, lightweight, reliable, versatile.","$1,799.99","$1,799.99",,FDW,Fulks Media Solutions,,,
PROD11588,QSC,RMX5050A,RMX5050A,"High power 5000W amplifier with dual channel, professional audio performance.","$2,119.99","$2,119.98",,FDW,Fulks Media Solutions,,,
PROD11589,QSC,5050a,5050a,"2 Channel Power Amp, 2100W per channel","$1,553.99","$2,189.98",,FDW,Fulks Media Solutions,,,
PROD11590,QSC,4050a,4050a,"2 Channel Power Amplifier, 1600 Watts per channel","$1,333.99","$2,148.79",,FDW,Fulks Media Solutions,,,
PROD11591,QSC,I/O-USB Bridge,I/O-USB Bridge,Networkable USB Bridging Device for the QSYS ecosystem,$0.00,"$1,710.00",,FDW,Fulks Media Solutions,,,
PROD11592,RF VENUE,RF Venue DFIN,DFIN,"RF Venue DFIN Diversity Fin Antenna, 470 - 698 MHz, 50 ohms",$566.00,$649.00,,FDW,,,,
PROD11593,RF VENUE,RF Venue D-ARCDISTRO4,D-ARCDISTRO4,"RF Venue D-ARCDISTRO4 Diversity Architectural Antenna DISTRO4 Pack, 4 Channel Kit with ARC Antenna and 2 Antenna Cables","$1,255.85","$1,449.00",,FDW,,,,
PROD11594,RF VENUE,RF Venue DFINWD9,DFINWD9,"RF Venue DFINWD9 9-Channel Wireless Microphone, Wall Mount, White, 9 Channel Kit","$2,622.65","$2,999.00",,FDW,,,,
PROD11595,RF VENUE,D-ARC,D-ARC,Diversity Architectural Antenna for Wireless Microphones,$0.00,$629.00,,FDW,,,,
PROD11596,RF VENUE,COMB8CP-STAGE,COMB8CP-STAGE,8 Channel Antenna Distribution Unit for IEM Units,"$2,080.00","$2,377.00",,FDW,,,,
PROD11597,RF VENUE,COMB8CP-ARC,COMB8CP-ARC,Combiner offers eight channels; excellent for RF signal routing solutions.,"$2,270.50","$2,599.00",,FDW,,,,
PROD11598,RF VENUE,RF Venue COMBINE8,COMBINE8,RF Venue COMBINE8 8 Channel Antenna Combiner for In Ear Monitors,"$1,661.50","$1,899.00",,FDW,,,,
PROD11599,RF VENUE,RF Venue DISTRO4,DISTRO4,"RF Venue DISTRO4 4-Channel Antenna Distribution System, 1U 4 Channel Unit",$526.50,$599.00,,FDW,,,,
PROD11600,RF VENUE,D-ARCDISTRO4,,DIVERSITY ARCHITECTURAL ANT DISTRO4 PACK,"$1,056.00","$1,449.00",,FDW,,,,
PROD11601,RF VENUE,RF Venue DISTRO9HDR,DISTRO9HDR,"RF Venue DISTRO9 HDR 9-Channel Antenna Distribution System, 1U 9 Channel Unit","$1,719.62","$1,999.00",,FDW,,,,
PROD11602,RF VENUE,RF Venue COMB4CP-ARC,COMB4CP-ARC,"RF Venue COMB4CP-ARC CP Architectural Antenna and COMBINE4, IEM 4 Channel Combiner with ARC Antenna and 1 Cable","$1,322.00","$1,499.00",,FDW,,,,
PROD11603,RTI,IST-10-STAND-KIT,IST-10-STAND-KIT,Desktop Stand Kit for the IST-10 Touch Screen,$62.00,$112.95,,Davis,ADI,,,
PROD11604,RTI,IST-10-B,IST-10-B,"10"" Touchscreen, Intelligent Surface, Black with Ultra Thin Bezel",$869.00,"$1,579.95",,Davis,ADI,,,
PROD11605,RTI,IST-10-W,IST-10-W,"10"" Touchscreen, Intelligent Surface, White with Ultra Thin Bezel",$869.00,"$1,579.95",,Davis,ADI,,,
PROD11606,RTI,IST-5-W,IST-5-W,"5"" Touchscreen, Intelligent Surface, White with Ultra Thin Bezel",$330.00,$599.95,,Davis,ADI,,,
PROD11607,RTI,IST-10 Touch Panel,10-210853-20,"RTI 10"" Intelligent Surface Touchpanel, Black",$905.74,"$1,579.95",,Davis,ADI,,,
PROD11608,RTI,RTI Unlimited Device E License,RTI Unlimited Device E License,License for unlimited devices with RTI system integration capabilities.,$0.00,$599.00,,Davis,ADI,,,
PROD11609,RTI,XP-8v Processor,XP-8v,"ADVANCED XP CENTRAL PROCESSOR
","$1,377.00","$2,503.94",,Davis,ADI,,,
PROD11610,RTI,XP-6s Processor,XP-6s,XP BASED CENTRAL PROCESSOR,$537.00,$976.95,,Davis,ADI,,,
PROD11611,RTI,XP-3 Processor,XP-3,INTEGRATED CENTRAL PROCESSOR (WITH BUILT-IN ZIGBEE TRANSCEIVER),$375.00,$681.95,,Davis,ADI,,,
PROD11612,RTI,KX-4,KX4,"4"" Touchscreen In-wall unit with built in Processor",$717.00,"$1,303.95",,Davis,ADI,,,
PROD11613,RTI,License - Unlimited,License - Unlimited,Unlimited Device License,$275.00,$275.00,,Davis,ADI,,,
PROD11614,RTI,RK1+2B,RK1+2B,"2 Button Keypad, Single Gang In Wall",$141.00,$256.95,,Davis,ADI,,,
PROD11615,RTI,IST-5-B,IST-5-B,"5"" Touchscreen, Intelligent Surface, Black with Ultra Thin Bezel",$330.00,$599.95,,Davis,ADI,,,
PROD11616,RTI,KP-4,KP-4,"4 Button Keypad, Single Gang In Wall with Feedback Options",$151.00,$299.95,,Davis,ADI,,,
PROD11617,RTI,CPB-1,CPB-1,Control Block that provides power and control to in wall controllers such as the Keypad Units,$102.00,$185.95,,Davis,ADI,,,
PROD11618,RTI,RK1+8B,RK1+8B,"8 Button Keypad, Single Gang In Wall",$141.00,$256.95,,Davis,ADI,,,
PROD11619,RTI,RK1+4B,RK1+4B,"4 Button Keypad, Single Gang In Wall",$141.00,$256.95,,Davis,ADI,,,
PROD11620,RTI,KP-2,KP-2,"2 Button Keypad, Single Gang In Wall with Feedback Options",$151.00,$299.95,,Davis,ADI,,,
PROD11621,RTI,AD-810-100,AD-810-100,DSP 8x10 Matrix Amp @ 100W Per Channel,"$1,450.00","$2,636.95",,Davis,ADI,,,
PROD11622,RTI,KP-8,KP-8,"8 Button Keypad, Single Gang In Wall with Feedback Options",$151.00,$299.95,,Davis,ADI,,,
PROD11623,RTI,AD-46-100,AD-46-100,DSP 4x6 Matrix Amp @ 100W Per Channel,$900.00,"$1,636.95",,Davis,ADI,,,
PROD11624,RTI,AD-1616,AD-1616,DSP 16x16 Audio Matrix Only,"$1,400.00","$2,545.94",,Davis,ADI,,,
PROD11625,RTI,AD-16x,AD-16X,16x16 Matrix Non Amplified Unit,"$1,680.00","$2,799.00",,Davis,ADI,,,
PROD11626,RTI,AMP-8-125,AMP-8-125,"8 Channel 125W 8Ω, 4 Channel 70/100V 250W DSP Matrix Amplifier","$1,265.00",$0.00,,Davis,ADI,,,
PROD11627,RTI,AMP-4-125,AMP-4-125,"Power Amp with built In DSP Feature, 4 channel @ 125W per channel",$0.00,$0.00,,Davis,ADI,,,
PROD11628,RTI,CPB-1,,Compact and efficient control panel with multiple connectivity options.,$102.00,$185.95,,Davis,ADI,,,
PROD11629,Refresh,6.5ft x 3.75ft LED Wall,Custom LED Wall,"Full LED Wall Package with all panels, mounting hardware, cabling, and LED Wall video processor","$16,548.00",$0.00,,Refresh,,,,
PROD11630,Refresh,8ft x 6ft LED Wall,Custom LED Wall,"Full LED Wall Package with all panels, mounting hardware, cabling, and LED Wall video processor","$16,548.00",$0.00,,Refresh,,,,
PROD11632,SE Electronics,V7,V7,"Dynamic handheld microphone, supercardioid pattern, high SPL handling, rugged design.",$72.07,$129.00,,Fulks Media Solutions,FDW,,,
PROD11633,SE Electronics,DMC6,DCM6,"DynaCaster DCM6 Condenser Mic, +30 dB of Gain",$0.00,$199.00,,Fulks Media Solutions,FDW,,,
PROD11634,SE Electronics,SE7-U,SE7-U,Small format Condenser Mic,$85.78,$119.00,,Fulks Media Solutions,FDW,,,
PROD11635,SONY,VPLFHZ101L/B,VPLFHZ101L/B,"Sony 10,000-Lumen WUXGA Laser 3LCD Projector (Black, No Lens)","$9,982.27","$12,499.00",,ADI,Davis,,,
PROD11636,SONY,VPLFHZ101L/W,VPLFHZ101L/W,"Sony 10,000-Lumen WUXGA Laser 3LCD Projector (White, No Lens)","$9,982.27","$12,499.00",,ADI,Davis,,,
PROD11637,SONY,VPLFHZ91L/W,VPLFHZ91L/W,"Sony 9000-Lumen WUXGA Laser 3LCD Projector (White, No Lens)","$8,302.80","$10,499.00",,ADI,Davis,,,
PROD11638,SONY,VPLFHZ80/W,VPLFHZ80/W,Sony 6000-Lumen WUXGA Laser 3LCD Projector (White),"$4,741.58","$5,699.00",,ADI,Davis,,,
PROD11639,SONY,VPLFHZ131L/B,"VPLFHZ131L/B
","Sony 13,000-Lumen WUXGA Laser 3LCD Projector (Black, No Lens)","$11,479.61","$14,999.00",,ADI,Davis,,,
PROD11640,SONY,VPLFHZ131L/W,VPLFHZ131L/W,"Sony 13,000-Lumen WUXGA Laser 3LCD Projector (White, No Lens)","$11,479.61","$14,999.00",,ADI,Davis,,,
PROD11641,SONY,VPLFHZ85/B,VPLFHZ85/B,Sony 7300-Lumen WUXGA 3LCD Laser Projector (Black),"$5,490.24","$6,398.00",,ADI,Davis,,,
PROD11642,SONY,VPL-FHZ85,VPL-FHZ85,Sony VPL-FHZ85 7300-Lumen WUXGA 3LCD Laser Projector (Black),"$5,673.44","$11,000.00",,ADI,Davis,,,
PROD11643,SONY,VPLFHZ80/B,VPLFHZ80/B,"Sony 6000-Lumen WUXGA Laser 3LCD (Black)
","$4,741.58","$5,699.00",,ADI,Davis,,,
PROD11644,SONY,VPLPHZ51,VPLPHZ51,Sony 5300-Lumen WUXGA Laser 3LCD Projector,"$2,246.01","$2,656.00",,ADI,Davis,,,
PROD11645,SONY,VPLPHZ61,VPLPHZ61,Sony VPL-PHZ61 6400-Lumen WUXGA Laser 3LCD Projector,"$2,745.12","$3,125.00",,ADI,Davis,,,
PROD11646,Samson Technologies,S-ZONE,SA-SZONE,Samson S-ZONE 4-Input/4-Zone Stereo Mixer,$0.00,$684.99,,FDW,,,,
PROD11647,Samsung,50DU8000,50DU8000,"Samsung 50"" Class Crystal UHD DU8000 Series TV",$391.62,$429.99,,Davis,ADI,,,
PROD11648,Samsung,43DU8000,43DU8000,"Samsung 43"" Class Crystal UHD DU8000 Series TV",$364.40,$379.99,,Davis,ADI,,,
PROD11649,Samsung,85DU7200,85DU7200,"Samsung 85"" Class Crystal UHD DU7200 Series TV","$1,002.09",$999.99,,Davis,ADI,,,
PROD11650,Samsung,75DU7200,75DU7200,"Samsung 75"" Class Crystal UHD DU7200 Series TV",$617.80,$649.99,,Davis,ADI,,,
PROD11651,Samsung,70DU7200,70DU7200,"Samsung 70"" Class Crystal UHD DU7200 Series TV",$543.46,$589.99,,Davis,ADI,,,
PROD11652,Samsung,50DU7200,50DU7200,"Samsung 50"" Class Crystal UHD DU7200 Series TV",$325.65,$329.99,,Davis,ADI,,,
PROD11653,Samsung,60DU7200,60DU7200,"Samsung 60"" Class Crystal UHD DU7200 Series TV",$442.30,$449.99,,Davis,ADI,,,
PROD11654,Samsung,55DU7200,55DU7200,"Samsung 55"" Class Crystal UHD DU7200 Series TV",$353.93,$379.99,,Davis,ADI,,,
PROD11655,Samsung,43DU7200,43DU7200,"Samsung 43"" Class Crystal UHD DU7200 Series TV",$251.31,$269.99,,Davis,ADI,,,
PROD11656,Samsung,55DU8000,55DU8000,"Samsung 55"" Class Crystal UHD DU8000 Series TV",$455.50,$499.99,,Davis,ADI,,,
PROD11657,Samsung,65DU7200,65DU7200,"Samsung 60"" Class Crystal UHD DU7200 Series TV",$432.46,$469.99,,Davis,ADI,,,
PROD11658,Samsung,65DU8000,65DU8000,"Samsung 65"" Class Crystal UHD DU8000 Series TV",$573.82,$629.99,,Davis,ADI,,,
PROD11659,Samsung,70Q60DA,70Q60DA,"Samsung 70"" Class QLED 4K Q60D Series TV",$857.45,$999.99,,Davis,ADI,,,
PROD11660,Samsung,85DU8000,85DU8000,"Samsung 85"" Class Crystal UHD DU8000 Series TV","$1,350.79","$1,499.99",,Davis,ADI,,,
PROD11661,Samsung,UN85DU7200FXZA,,85-inch Ultra HD 4K LED TV with smart features and multiple connectivity options.,$749.99,$749.99,,Davis,ADI,,,
PROD11662,Samsung,UN43DU8000F,UN43DU8000FXZA,"Samsung UN43DU8000FXZA DU8000 Series 43"" Class Crystal UHD 4K Smart TV",$0.00,$346.19,,Davis,ADI,,,
PROD11663,Samsung,UN98DU9000F,UN98DU9000FXZA,"Samsung UN98DU9000FXZA DU9000 Series 98"" Class Crystal UHD 4K Smart Tizen TV","$2,456.99","$2,456.98",,Davis,ADI,,,
PROD11664,Samsung,Samsung QB98T-B,QB65B,"Samsung Commercial Display - QB Series - 98""","$6,143.27","$7,350.00",,Davis,ADI,,,
PROD11665,Samsung,Samsung QB65B,QB65B,"Samsung Commercial Display - QB Series - 65""",$857.31,"$2,519.00",,Davis,ADI,,,
PROD11666,Samsung,75DU8000,75DU8000,"Samsung 75"" Class Crystal UHD DU8000 Series TV",$819.90,$899.99,,Davis,ADI,,,
PROD11667,Samsung,85Q80DA,85Q80DA,"Samsung 85"" Class QLED 4K Q80D Series TV","$2,205.38","$2,399.98",,Davis,ADI,,,
PROD11668,Samsung,75Q80DA,75Q80DA,"Samsung 75"" Class QLED 4K Q80D Series TV","$1,563.44","$1,799.99",,Davis,ADI,,,
PROD11669,Samsung,65Q80DA,65Q80DA,"Samsung 65"" Class QLED 4K Q80D Series TV","$1,098.92","$1,099.99",,Davis,ADI,,,
PROD11670,Samsung,55Q80DA,55Q80DA,"Samsung 55"" Class QLED 4K Q80D Series TV",$929.04,$999.99,,Davis,ADI,,,
PROD11671,Samsung,50Q80DA,50Q80DA,"Samsung 50"" Class QLED 4K Q80D Series TV",$774.20,$899.99,,Davis,ADI,,,
PROD11672,Samsung,85Q60DA,85Q60DA,"Samsung 85"" Class QLED 4K Q60D Series TV","$1,493.62","$1,599.99",,Davis,ADI,,,
PROD11673,Samsung,75Q60DA,75Q60DA,"Samsung 75"" Class QLED 4K Q60D Series TV","$1,023.40","$1,099.99",,Davis,ADI,,,
PROD11674,Samsung,98Q80CA,98Q80CA,"Samsung 98"" Class Q80C QLED 4K Smart TV","$4,365.59","$4,499.99",,Davis,ADI,,,
PROD11675,Samsung,55Q60DA,55Q60DA,"Samsung 55"" Class QLED 4K Q60D Series TV",$663.83,$649.99,,Davis,ADI,,,
PROD11676,Samsung,32LS03CB,32LS03CB,"Samsung - 32"" Class The Frame QLED Full HD Smart Tizen TV",$443.48,$599.99,,Davis,ADI,,,
PROD11677,Samsung,50Q60DA,50Q60DA,"Samsung 50"" Class QLED 4K Q60D Series TV",$540.53,$599.99,,Davis,ADI,,,
PROD11678,Samsung,43Q60DA,43Q60DA,"Samsung 43"" Class QLED 4K Q60D Series TV",$457.37,$529.99,,Davis,ADI,,,
PROD11679,Samsung,32Q60DA,32Q60DA,"Samsung 32"" Class QLED 4K Q60D Series TV",$415.79,$479.99,,Davis,ADI,,,
PROD11680,Samsung,85LS03DA,85LS03DA,"Samsung 85"" Class The Frame QLED 4K LS03D Series TV","$3,178.26","$4,299.99",,Davis,ADI,,,
PROD11681,Samsung,75LS03DA,75LS03DA,"Samsung 75"" Class The Frame QLED 4K LS03D Series TV","$2,217.39","$2,999.99",,Davis,ADI,,,
PROD11682,Samsung,65LS03DA,65LS03DA,"Samsung 65"" Class The Frame QLED 4K LS03D Series TV","$1,478.26","$1,999.99",,Davis,ADI,,,
PROD11683,Samsung,55LS03DA,55LS03DA,"Samsung 55"" Class The Frame QLED 4K LS03D Series TV","$1,108.70","$1,499.99",,Davis,ADI,,,
PROD11684,Samsung,43LS03DA,43LS03DA,"Samsung 43"" Class The Frame QLED 4K LS03D Series TV",$739.13,$999.99,,Davis,ADI,,,
PROD11685,Samsung,50LS03DA,50LS03DA,"Samsung 50"" Class The Frame QLED 4K LS03D Series TV",$960.87,"$1,299.99",,Davis,ADI,,,
PROD11686,Samsung,65Q60DA,65Q60DA,"Samsung 65"" Class QLED 4K Q60D Series TV",$760.64,$799.99,,Davis,ADI,,,
PROD11687,Sanus,CFR1615-B1,CFR1615-B1,"15U, Open Frame, Full Metal Rack, 600Lbs Load Limit on Floor, 400 Lbs Load Limit on Wall",$227.78,$379.99,,Davis,,,,
PROD11688,Seagate,Security Hard Drive - 8TB,,"3.5"" HDD, 8TB, 7200 RPM",$179.99,$179.99,,ADI,,,,
PROD11689,Securitron,M32F,M32F,"Securitron M32F Magnalock 600lbf Electromagnetic Lock, Face Drilled",$0.00,$248.00,,ADI,,,,
PROD11690,Sennheiser,EW-D 835-S SET (R1-6),EW-D 835-S SET (R1-6),"Wireless microphone system with dynamic cardioid capsule, reliable transmission, easy setup.",$573.85,$849.00,,FDW,,,,
PROD11691,Sennheiser,EW-D SK BASE SET (R1-6),,Digital wireless microphone system with wide frequency range and low latency.,$492.41,$699.00,,FDW,,,,
PROD11692,Shure,Intellimix P300,P300,"DSP Audio Conferencing Processor for Conference Rooms, Microflex compatible",$0.00,"$1,800.00",,FDW,,,,
PROD11693,Shure,Shure BLX14R/W93-H10 - LAV,BLX14R/W93-H10,"Rackmount Wireless System with WL93 Lavalier Mic, H10 Band",$347.19,$569.00,,FDW,,,,
PROD11694,Shure,Shure SB903 Lithium-Ion Battery,SB903,Battery for SLX-D Transmitters,$41.12,$56.00,,FDW,,,,
PROD11695,Shure,Shure Stem Hub,HUB-X1,Main Controller Hub for Shure Stem Systems,$355.25,$649.00,,FDW,,,,
PROD11696,Shure,Shure PA805SWB,PA805SWB,Shure PA805SWB Directional Antenna,$95.21,$158.00,,FDW,,,,
PROD11697,Shure,Shure BLX24R/SM58-H10 - HH,BLX24R/SM58-H10,"Rackmount Wireless Mic System with SM58 Mic, H10 Band",$315.88,$529.00,,FDW,,,,
PROD11698,Shure,Shure SBC203 Dual Charging Station,SBC203-US,Dual Charging Station for SB903 Battery & SLX-D Transmitters,$112.99,$159.00,,FDW,,,,
PROD11699,Shure,Shure QLXD24/B87A,QLXD24/B87A,Rack Mounted Beta 87A Vocal System with Ethernet,"$1,078.91","$1,498.00",,FDW,,,,
PROD11700,Shure,Shure Stem Wall,WALL-1,"Noise-Canceling Wall-Mount Speakerphone Array with 15 Microphones, AEC, Room Adapt, PoE",$758.91,"$1,249.00",,FDW,,,,
PROD11701,Shure,Shure Stem Ceiling,CEILING-1,"Ceiling Microphone Array, 100 Microphones, AEC, Room Adapt, PoE","$2,200.52","$2,900.00",,FDW,,,,
PROD11702,Shure,Shure SLXD14D Dual - BP,SLXD14D,"Dual Wireless System with two SLXD1 Bodypack Transmitters, Mics not included",$995.99,"$1,599.00",,FDW,,,,
PROD11703,Shure,Shure SLXD24D/SM58 Dual - HH,SLXD24D/SM58,Dual Wireless System with 2 SLXD2/SM58 Handheld Transmitters,"$1,074.65","$1,739.00",,FDW,,,,
PROD11704,Shure,SLXD24/SM58,SLXD24/SM58,Wireless Vocal System with SM58 Handheld Microphone,$539.19,$899.00,,FDW,,,,
PROD11705,Shure,Shure UA850,UA850,"Shure UA850 50' UHF Remote Antenna Extension Cable, BNC",$95.21,$158.00,,FDW,,,,
PROD11706,Shure,P3TRA215CL,P3TRA215CL,Wireless in-ear monitor system with dual channel receiver and bodypack transmitter.,$739.37,"$1,132.00",,FDW,,,,
PROD11707,Shure,Shure PA821B,PA821B,Shure PA821B 8-Channel Antenna Combiner for PSM Wireless Systems,"$3,797.24","$5,886.00",,FDW,,,,
PROD11708,Shure,Shure PA411,PA411,Shure PA411 4-Port Antenna Combiner for PSM300 Transmitters,$643.74,$983.00,,FDW,,,,
PROD11709,Shure,Shure P3TRA215CL,P3TRA215CL,"Shure P3TRA215CL PSM 300 Wireless In-Ear Monitor System with P3RA Bodypack Receiver, and SE215-CL Earphones",$739.37,"$1,132.00",,FDW,,,,
PROD11710,SimpliDock,SD-iPADM6-GW,SD-iPADM6-GW,"Surface Mount - iPad Mini 6th Gen with Charger Components, Gloss White",$283.53,$283.52,,SimpliDock,,,,
PROD11711,SimpliDock,SD-iPAD10-GW,SD-iPAD10-GW,"Surface Mount - iPad 10th Gen with Charger Components, Gloss White",$304.93,$304.93,,SimpliDock,,,,
PROD11712,SimpliDock,SD-iPAD11-GW,SD-iPAD11-GW,"Surface Mount - iPad Air 11in M2 with Charger Components, Gloss White",$315.63,$315.63,,SimpliDock,,,,
PROD11714,Speco Technologies,IMP80D,,"Compact intercom system with 80W power, two-way communication, and durable design.",$0.00,$54.30,,FDW,ADI,,,
PROD11715,Speco Technologies,IMP100DL,IMP100DLWH,Single Gang 100W Impedance Matching Slider for Volume Control,$0.00,$199.00,,FDW,ADI,,,
PROD11716,Strong,SR-Custom-42U-SP,SR-Custom-42U-SP,Side Panel Doors for the SR-42U Rack,$322.99,$546.78,,Snap AV,ADI,,,
PROD11717,Strong,SR-DRAWER-2U,,"2U drawer for server racks with durable construction, lockable sliding mechanism.",$174.95,$174.95,,Snap AV,ADI,,,
PROD11718,Strong,SR-CUSTOM-42U-30IN,,"42U custom rack, 30-inch depth, adjustable shelves for server equipment.",$372.99,$979.92,,Snap AV,ADI,,,
PROD11719,Strong,SR-SHELF-FIXED-1U,,"1U fixed shelf, maximizes rackspace, supports equipment up to 100lbs.",$57.95,$57.95,,Snap AV,ADI,,,
PROD11720,Structured Cable Products (SCP),RG6/U-CCS-WT-1000,RG6/U-CCS-WT,SCP RG6 18AWG Coax Cable - Standard - 1000 Ft,$70.44,$70.44,,Davis,,,,
PROD11721,Structured Cable Products (SCP),16/2OFC-WT,16/2OFC-WT,SCP Indoor Speaker Cable - 500 Ft - 16/2 AWG,$79.36,$79.36,,Davis,,,,
PROD11722,Structured Cable Products (SCP),12/2OFC-HD-WT,12/2OFC-HD-WT,SCP Indoor/Outdoor Pro Grade Speaker Cable - 12/2 AWG,$302.00,$302.00,,Davis,,,,
PROD11723,Structured Cable Products (SCP),16/2OFC-WT-1000,16/2OFC-WT-1000,SCP Indoor Speaker Cable - 1000 Ft - 16/2 AWG,$79.36,$79.36,,Davis,,,,
PROD11724,Structured Cable Products (SCP),RG6/U-P,RG6/U-P,SCP RG6 18AWG Coax Cable - Plenum - 1000 Ft,$394.00,$380.98,,Davis,,,,
PROD11725,Structured Cable Products (SCP),CAT6SH-DB,CAT6SH-DB,SCP Cat6 Cable - Sheilded,$275.00,$275.00,,Davis,,,,
PROD11726,Structured Cable Products (SCP),CAT6-P-BK,CAT6-P-BK,SCP Cat6 Cable - Plenum,$294.00,$294.00,,Davis,,,,
PROD11727,Structured Cable Products (SCP),CAT6A-BLACK,CAT6A-BLACK,SCP Cat6A Cable - Riser,$235.00,$235.00,,Davis,,,,
